partner_id,country,city,vehicle_type,tenure_months,registration_date,trip_completion_rate,avg_customer_rating,consistency_score,cancellation_rate,total_trips,monthly_earnings_usd,earning_volatility,peak_hours_utilization,weekend_activity_ratio,feature_adoption_score,platform_activity_days_per_month,grabpay_usage_frequency,referral_count,traditional_credit_score,nova_score,risk_category,vehicle_loan_eligible,business_loan_eligible,max_loan_amount_usd,interest_rate_offered,last_30_days_trips,recent_rating_trend,recent_earnings_trend
GRB_000215,Indonesia,Bandung,Motorcycle,4.8,2025-04-05,0.909,4.45,0.744,0.026,1063,628.54,0.263,0.426,0.223,0.26,21.0,14.0,1,655.0,530,Medium,True,False,6285.43,16.5,139,-0.13,0.13
GRB_000217,Indonesia,Medan,Car,5.2,2025-03-25,0.87,4.37,0.605,0.029,934,750.17,0.41,0.425,0.657,0.34,16.8,6.4,2,422.0,531,Medium,True,False,7501.68,12.3,77,0.13,0.01
GRB_000218,Indonesia,Medan,Car,14.8,2024-06-09,0.986,4.97,1.0,0.194,3856,1839.23,0.181,0.421,0.673,0.621,28.4,4.4,4,,698,Low,True,True,27588.5,11.5,192,0.16,-0.04
GRB_000219,Indonesia,Bandung,Motorcycle,6.2,2025-02-22,0.848,3.96,0.678,0.052,1119,491.23,0.314,0.763,0.603,0.422,18.1,9.7,2,,484,High,False,False,2456.14,23.4,72,-0.03,-0.06
GRB_000220,Indonesia,Medan,Motorcycle,10.3,2024-10-23,0.965,4.86,1.0,0.06,2672,665.32,0.12,0.145,0.859,0.548,28.9,10.0,2,,624,Medium,True,False,6653.23,12.5,206,-0.09,-0.03
GRB_000222,Indonesia,Medan,Both,4.6,2025-04-11,0.928,5.01,0.863,0.051,1201,1730.26,0.153,0.563,0.597,0.503,29.0,13.8,2,,664,Low,True,True,25953.95,8.3,206,-0.06,0.22
GRB_000224,Indonesia,Jakarta,Motorcycle,10.3,2024-10-21,0.947,4.43,0.808,0.076,2274,888.96,0.192,0.84,0.69,0.25,18.9,26.9,6,,580,Medium,True,False,8889.62,14.5,139,0.1,-0.19
GRB_000225,Indonesia,Bandung,Motorcycle,10.2,2024-10-25,0.946,4.74,0.922,0.051,2659,1562.63,0.192,0.19,0.862,0.678,27.5,12.3,1,,631,Medium,True,True,15626.29,13.8,193,0.02,0.19
GRB_000226,Indonesia,Surabaya,Motorcycle,2.2,2025-06-22,0.834,4.27,0.548,0.086,399,429.44,0.349,0.352,0.291,0.321,14.1,19.0,0,,481,High,False,False,2147.18,22.7,72,-0.02,0.18
GRB_000227,Indonesia,Surabaya,Car,14.8,2024-06-10,0.953,4.75,1.0,0.146,3842,2234.65,0.19,0.157,0.799,0.759,28.7,13.5,3,,697,Low,True,True,33519.71,8.0,190,0.08,0.02
GRB_000228,Indonesia,Medan,Car,23.3,2023-09-29,0.996,4.72,1.0,0.133,6052,2174.08,0.109,0.576,0.616,0.596,27.1,13.4,4,,727,Low,True,True,32611.17,9.0,209,0.01,-0.03
GRB_000229,Indonesia,Jakarta,Motorcycle,14.2,2024-06-26,0.989,5.11,1.0,0.113,3704,863.13,0.154,0.468,0.16,0.542,28.1,3.7,4,590.0,637,Medium,True,True,8631.3,14.8,189,0.02,0.05
GRB_000231,Indonesia,Surabaya,Both,30.2,2023-03-07,0.944,5.07,0.967,0.057,7843,1965.53,0.163,0.465,0.675,0.764,28.3,12.0,5,702.0,717,Low,True,True,29483.0,8.9,231,0.19,-0.04
GRB_000233,Indonesia,Surabaya,Both,13.2,2024-07-29,0.88,4.49,1.0,0.078,2893,1714.45,0.274,0.926,0.74,0.605,17.0,8.0,3,,592,Medium,True,True,17144.54,12.2,138,0.04,0.04
GRB_000235,Indonesia,Jakarta,Car,14.4,2024-06-22,0.84,4.0,0.707,0.17,2589,1049.88,0.322,0.774,0.945,0.447,21.9,6.9,4,532.0,554,Medium,True,True,10498.76,12.4,63,0.11,0.22
GRB_000236,Indonesia,Jakarta,Motorcycle,4.5,2025-04-16,0.919,4.58,0.765,0.066,981,677.79,0.249,0.679,0.677,0.563,23.0,11.4,3,655.0,552,Medium,True,True,6777.91,12.1,150,-0.01,-0.01
GRB_000238,Indonesia,Jakarta,Motorcycle,19.3,2024-01-25,0.994,4.76,0.96,0.044,5030,1054.04,0.181,0.492,0.262,0.566,26.7,11.7,6,,640,Medium,True,True,10540.44,15.4,203,0.04,0.15
GRB_000239,Indonesia,Medan,Motorcycle,6.7,2025-02-09,0.817,4.12,0.626,0.09,1197,525.53,0.389,0.745,0.587,0.228,20.2,14.4,1,509.0,488,High,True,False,2627.63,20.1,69,0.18,0.24
GRB_000241,Indonesia,Medan,Motorcycle,5.3,2025-03-21,0.809,3.93,0.582,0.118,958,604.5,0.369,0.238,0.592,0.331,19.5,21.5,1,817.0,485,High,True,False,3022.48,20.0,75,-0.11,0.01
GRB_000242,Indonesia,Medan,Motorcycle,14.0,2024-07-03,1.011,4.84,1.0,0.106,3643,857.59,0.193,0.784,0.576,0.562,25.2,22.9,4,594.0,636,Medium,True,True,8575.87,15.3,191,-0.07,0.08
GRB_000243,Indonesia,Bandung,Motorcycle,18.6,2024-02-16,1.02,4.82,0.984,0.043,4839,1440.7,0.111,0.598,0.682,0.587,29.1,6.0,2,,689,Low,True,True,21610.53,9.6,204,-0.04,0.12
GRB_000244,Indonesia,Surabaya,Motorcycle,5.5,2025-03-16,0.88,4.45,0.699,0.005,1203,529.18,0.256,0.876,0.647,0.579,25.4,11.8,2,571.0,559,Medium,True,True,5291.76,13.8,124,-0.05,-0.06
GRB_000251,Indonesia,Medan,Motorcycle,12.9,2024-08-05,0.984,4.74,1.0,0.018,3360,1525.27,0.083,0.908,0.629,0.554,25.9,12.4,6,,673,Low,True,True,22879.07,10.6,208,-0.06,-0.09
GRB_000252,Indonesia,Bandung,Motorcycle,6.9,2025-02-03,0.932,4.35,0.678,0.125,1510,879.81,0.267,0.203,0.073,0.423,22.1,13.6,2,,573,Medium,True,True,8798.14,16.2,127,0.02,-0.13
GRB_000254,Indonesia,Medan,Motorcycle,14.9,2024-06-07,0.902,4.89,1.0,0.055,3868,737.02,0.181,0.293,0.117,0.573,27.7,1.7,4,,604,Medium,True,False,7370.17,14.2,173,-0.04,-0.11
GRB_000256,Indonesia,Bandung,Both,6.7,2025-02-07,0.952,4.31,0.837,0.127,1480,1399.15,0.197,0.478,0.114,0.609,23.4,20.5,1,662.0,588,Medium,True,False,13991.48,12.6,140,0.02,-0.16
GRB_000257,Indonesia,Surabaya,Motorcycle,21.4,2023-11-23,0.967,4.57,0.945,0.097,4716,582.13,0.194,0.43,0.531,0.553,16.9,15.5,7,,613,Medium,True,False,5821.29,15.8,132,0.02,0.13
GRB_000259,Indonesia,Bandung,Motorcycle,12.7,2024-08-11,1.014,4.94,1.0,0.071,3306,687.41,0.255,0.556,0.71,0.627,26.4,12.4,4,560.0,609,Medium,True,True,6874.06,13.9,197,-0.02,0.24
GRB_000260,Indonesia,Medan,Motorcycle,11.5,2024-09-17,0.929,4.65,0.94,0.091,2530,352.95,0.262,0.114,0.516,0.516,23.8,1.7,4,522.0,579,Medium,True,True,3529.53,13.5,142,0.06,0.13
GRB_000261,Indonesia,Surabaya,Motorcycle,11.4,2024-09-20,0.968,4.6,1.0,0.084,2963,1105.8,0.158,0.521,0.634,0.79,29.5,9.4,5,589.0,642,Medium,True,False,11057.97,17.4,195,0.04,0.04
GRB_000263,Indonesia,Surabaya,Car,1.0,2025-07-29,0.839,4.15,0.597,0.077,179,730.49,0.385,0.429,0.78,0.36,15.2,4.8,0,486.0,522,Medium,True,False,7304.94,16.0,75,-0.09,-0.12
GRB_000266,Indonesia,Bandung,Motorcycle,7.5,2025-01-14,0.942,4.42,0.906,0.075,1651,915.66,0.233,0.536,0.525,0.296,21.4,11.8,3,,588,Medium,True,True,9156.61,16.1,127,-0.02,-0.17
GRB_000271,Indonesia,Bandung,Motorcycle,1.6,2025-07-10,0.99,5.0,0.838,0.015,422,878.44,0.193,0.074,0.382,0.471,30.0,17.7,1,759.0,592,Medium,True,False,8784.4,16.6,181,0.02,0.03
GRB_000276,Indonesia,Surabaya,Motorcycle,12.9,2024-08-06,0.953,4.76,0.988,0.084,3346,715.14,0.078,0.699,0.223,0.622,23.6,19.2,3,657.0,609,Medium,True,False,7151.39,16.9,185,0.09,0.03
GRB_000278,Indonesia,Surabaya,Motorcycle,22.0,2023-11-08,1.021,4.75,1.0,0.025,5712,532.2,0.215,0.611,0.475,0.671,29.2,11.6,3,,650,Low,True,True,7982.98,8.4,210,0.09,-0.14
GRB_000279,Indonesia,Jakarta,Motorcycle,6.4,2025-02-17,0.922,4.78,1.0,0.152,1662,720.44,0.129,0.753,0.256,0.504,30.0,17.4,5,,590,Medium,True,True,7204.43,13.4,186,0.1,-0.02
GRB_000280,Indonesia,Jakarta,Car,2.1,2025-06-26,0.84,3.81,0.484,0.103,374,954.63,0.305,0.642,0.441,0.455,19.4,11.3,0,589.0,510,Medium,True,True,9546.32,16.1,56,0.1,0.22
GRB_000281,Indonesia,Jakarta,Car,11.0,2024-10-01,0.9,4.55,0.825,0.095,2427,1275.9,0.215,0.177,0.278,0.584,22.7,3.7,5,572.0,605,Medium,True,False,12758.96,15.4,130,0.12,-0.06
GRB_000282,Indonesia,Surabaya,Car,13.4,2024-07-23,0.872,4.28,0.744,0.095,2938,1270.27,0.236,0.371,0.193,0.395,27.0,14.4,3,,594,Medium,True,True,12702.68,14.5,112,0.08,-0.13
GRB_000285,Indonesia,Medan,Motorcycle,43.7,2022-01-24,1.008,4.85,1.0,0.106,11371,1463.57,0.148,0.469,0.945,0.792,27.5,6.0,11,,702,Low,True,True,21953.51,9.1,199,0.07,-0.07
GRB_000286,Indonesia,Jakarta,Car,9.0,2024-12-01,0.876,4.49,0.818,0.081,1973,1293.58,0.285,0.683,0.368,0.53,26.3,0.3,2,,596,Medium,True,True,12935.76,15.4,140,-0.16,0.22
GRB_000288,Indonesia,Jakarta,Car,2.6,2025-06-10,0.846,4.06,0.797,0.107,471,729.85,0.407,0.576,0.394,0.408,19.6,18.4,0,,497,High,False,False,3649.23,20.4,66,0.15,-0.02
GRB_000289,Indonesia,Medan,Motorcycle,6.7,2025-02-08,0.924,4.63,0.767,0.075,1473,605.36,0.179,0.333,0.225,0.359,22.6,12.6,4,,566,Medium,True,False,6053.64,15.2,120,0.08,-0.13
GRB_000293,Indonesia,Medan,Motorcycle,1.9,2025-07-02,0.874,4.55,0.844,0.141,417,797.91,0.215,0.47,0.073,0.246,20.1,11.8,1,,558,Medium,True,True,7979.15,16.4,151,0.06,0.3
GRB_000294,Indonesia,Medan,Motorcycle,12.0,2024-09-02,0.891,4.55,0.896,0.059,2638,831.12,0.208,0.041,0.788,0.412,23.9,27.2,5,611.0,565,Medium,True,True,8311.24,12.2,125,0.03,0.1
GRB_000295,Indonesia,Medan,Car,20.1,2024-01-02,0.976,4.75,1.0,0.179,5234,1899.42,0.139,0.502,0.309,0.591,28.0,4.3,3,,656,Low,True,True,28491.36,8.4,217,0.03,0.0
GRB_000296,Indonesia,Surabaya,Car,17.7,2024-03-15,0.949,5.13,1.0,0.062,4597,1729.4,0.206,0.519,0.904,0.635,23.4,20.7,8,,688,Low,True,True,25940.93,9.2,183,-0.17,-0.01
GRB_000298,Indonesia,Bandung,Motorcycle,53.0,2021-04-22,0.964,4.87,1.0,0.062,13767,1158.37,0.204,0.242,0.905,0.824,27.2,20.4,14,,676,Low,True,True,17375.54,9.7,197,0.0,0.01
GRB_000299,Indonesia,Surabaya,Motorcycle,12.5,2024-08-17,0.943,4.99,1.0,0.151,3255,913.49,0.171,0.68,0.203,0.585,27.0,4.9,3,,610,Medium,True,True,9134.85,16.5,195,0.18,-0.2
GRB_000300,Indonesia,Surabaya,Car,15.9,2024-05-08,0.975,4.7,1.0,0.038,4131,1803.01,0.09,0.678,0.457,0.423,29.1,12.0,6,576.0,648,Medium,True,True,18030.11,17.1,193,-0.25,0.08
GRB_000304,Indonesia,Surabaya,Car,14.4,2024-06-20,0.825,4.23,0.717,0.125,2600,963.63,0.393,0.892,0.705,0.303,15.5,3.1,5,,545,Medium,True,True,9636.33,15.8,63,-0.03,0.04
GRB_000307,Indonesia,Bandung,Car,5.1,2025-03-27,0.843,4.25,0.73,0.073,921,809.0,0.517,0.81,0.112,0.429,15.2,3.2,0,,510,Medium,True,True,8089.97,14.4,47,0.0,-0.21
GRB_000309,Indonesia,Surabaya,Car,23.0,2023-10-06,0.912,4.7,0.994,0.033,5069,1972.34,0.265,0.434,0.451,0.433,27.3,2.8,6,,661,Low,True,True,29585.08,9.4,121,0.09,-0.15
GRB_000313,Indonesia,Jakarta,Car,8.2,2024-12-23,0.886,4.02,0.597,0.033,1484,912.88,0.307,0.538,0.323,0.401,17.7,14.5,3,,540,Medium,True,True,9128.77,14.3,76,-0.05,-0.17
GRB_000316,Indonesia,Jakarta,Car,12.5,2024-08-18,0.948,4.83,1.0,0.013,3242,1089.34,0.212,0.54,0.569,0.437,24.9,6.7,2,,614,Medium,True,True,10893.39,16.7,188,0.08,-0.02
GRB_000319,Indonesia,Bandung,Motorcycle,8.1,2024-12-29,0.974,4.63,0.68,0.074,2096,1190.51,0.101,0.943,0.651,0.81,30.0,11.0,3,,634,Medium,True,True,11905.08,16.5,183,-0.07,-0.17
GRB_000322,Indonesia,Bandung,Motorcycle,4.2,2025-04-24,0.954,4.47,0.887,0.058,921,630.79,0.241,0.743,0.193,0.586,18.2,22.4,1,471.0,562,Medium,True,True,6307.89,17.3,119,-0.01,-0.06
GRB_000324,Indonesia,Surabaya,Car,13.2,2024-07-27,0.915,4.64,0.823,0.124,2908,1469.86,0.133,0.194,0.781,0.518,20.8,4.4,2,689.0,629,Medium,True,False,14698.63,14.8,128,-0.12,0.06
GRB_000329,Indonesia,Jakarta,Motorcycle,5.1,2025-03-27,0.956,4.64,0.732,0.094,1125,492.42,0.296,0.33,0.983,0.427,20.8,3.8,1,,571,Medium,True,True,4924.18,13.9,120,-0.02,0.15
GRB_000330,Indonesia,Medan,Car,18.8,2024-02-12,0.956,4.99,1.0,0.143,4877,1677.33,0.135,0.751,0.461,0.696,23.3,14.6,5,,673,Low,True,True,25159.99,11.3,188,-0.11,0.06
GRB_000331,Indonesia,Surabaya,Motorcycle,10.4,2024-10-18,0.841,4.26,0.657,0.054,1879,700.83,0.395,0.861,0.619,0.366,18.9,25.8,3,,565,Medium,True,True,7008.33,12.1,54,0.13,-0.01
GRB_000333,Indonesia,Surabaya,Motorcycle,10.1,2024-10-29,0.923,4.54,0.935,0.092,2219,862.0,0.277,0.74,0.233,0.571,29.9,14.3,3,598.0,599,Medium,True,True,8620.03,14.3,133,0.16,0.09
GRB_000336,Indonesia,Surabaya,Motorcycle,7.8,2025-01-06,0.984,4.82,0.861,0.037,2022,1058.2,0.155,0.4,0.552,0.665,30.0,5.4,1,485.0,618,Medium,True,False,10582.02,18.0,214,0.1,-0.03
GRB_000341,Indonesia,Medan,Car,7.0,2025-01-29,0.924,4.35,0.837,0.034,1542,939.64,0.33,0.416,0.589,0.554,22.0,2.4,4,,557,Medium,True,True,9396.38,13.1,145,-0.06,-0.14
GRB_000342,Indonesia,Bandung,Motorcycle,12.3,2024-08-24,0.933,4.67,1.0,0.056,3194,737.9,0.212,0.272,0.025,0.641,30.0,12.8,3,621.0,601,Medium,True,False,7379.0,16.8,186,-0.19,-0.12
GRB_000346,Indonesia,Medan,Motorcycle,30.5,2023-02-24,0.986,4.79,1.0,0.078,7931,1419.85,0.227,0.782,0.343,0.575,23.3,6.0,8,,658,Low,True,True,21297.68,8.3,191,0.04,-0.26
GRB_000347,Indonesia,Surabaya,Motorcycle,29.3,2023-04-02,0.979,4.77,1.0,0.084,7615,1695.54,0.171,0.361,0.773,0.72,26.2,1.8,6,,700,Low,True,True,25433.09,9.1,198,0.1,0.09
GRB_000348,Indonesia,Bandung,Motorcycle,1.7,2025-07-09,0.928,4.46,0.652,0.111,364,329.24,0.294,0.446,0.532,0.426,23.9,3.9,0,,540,Medium,True,True,3292.42,17.1,132,0.3,0.11
GRB_000352,Indonesia,Surabaya,Car,5.1,2025-03-27,0.854,4.02,0.602,0.083,924,1240.44,0.415,0.495,0.263,0.273,15.5,22.9,2,715.0,514,Medium,True,True,12404.36,13.6,69,-0.07,-0.29
GRB_000356,Indonesia,Surabaya,Car,29.5,2023-03-28,0.78,4.24,0.837,0.036,5302,1406.27,0.41,0.684,0.604,0.511,19.7,25.9,8,,574,Medium,True,False,14062.72,14.9,79,0.05,0.31
GRB_000357,Indonesia,Jakarta,Motorcycle,17.0,2024-04-03,0.91,4.78,0.857,0.044,4431,844.34,0.088,0.723,0.923,0.621,26.8,13.4,5,,634,Medium,True,True,8443.44,16.0,216,0.08,-0.21
GRB_000359,Indonesia,Bandung,Motorcycle,8.1,2024-12-28,0.937,4.87,1.0,0.057,2105,959.91,0.193,0.453,0.467,0.393,22.1,2.5,1,,624,Medium,True,True,9599.11,16.2,188,0.1,0.11
GRB_000360,Indonesia,Medan,Car,18.2,2024-02-29,0.954,4.94,1.0,0.054,4729,2133.79,0.108,0.144,0.73,0.623,27.0,12.2,5,847.0,699,Low,True,True,32006.91,8.8,194,0.09,0.07
GRB_000363,Indonesia,Medan,Motorcycle,23.4,2023-09-25,0.955,5.16,1.0,0.086,6089,1687.12,0.166,0.023,0.574,0.69,23.3,2.9,7,,701,Low,True,True,25306.85,12.0,205,0.09,-0.03
GRB_000364,Indonesia,Medan,Both,7.8,2025-01-05,0.867,4.06,0.645,0.051,1407,1232.7,0.354,0.705,0.297,0.437,18.6,0.4,6,,545,Medium,True,True,12327.03,13.8,75,0.1,0.11
GRB_000366,Indonesia,Surabaya,Motorcycle,2.2,2025-06-23,0.863,4.29,0.817,0.089,477,582.27,0.353,0.382,0.597,0.476,25.7,10.8,1,,551,Medium,True,True,5822.73,14.3,135,-0.08,-0.04
GRB_000367,Indonesia,Bandung,Motorcycle,8.2,2024-12-26,0.87,3.96,0.685,0.136,1469,563.37,0.476,0.476,0.102,0.281,21.2,23.1,1,,488,High,True,False,2816.87,24.2,58,0.16,0.08
GRB_000368,Indonesia,Medan,Car,4.8,2025-04-06,0.963,4.56,0.837,0.048,1049,1217.23,0.203,0.298,0.316,0.326,17.1,11.3,0,,581,Medium,True,False,12172.26,13.8,136,0.05,-0.08
GRB_000369,Indonesia,Surabaya,Motorcycle,13.6,2024-07-14,0.939,4.78,1.0,0.053,3548,1035.84,0.182,0.761,0.191,0.73,25.1,16.1,4,,624,Medium,True,True,10358.38,17.4,200,-0.01,-0.01
GRB_000370,Indonesia,Bandung,Motorcycle,22.1,2023-11-03,0.97,4.95,1.0,0.035,5750,1033.88,0.107,0.291,0.923,0.575,25.0,18.9,4,582.0,650,Low,True,True,15508.2,9.0,219,-0.04,0.13
GRB_000371,Indonesia,Medan,Motorcycle,9.6,2024-11-13,0.914,4.81,1.0,0.15,2490,1114.08,0.193,0.495,0.138,0.674,23.7,12.1,3,,616,Medium,True,True,11140.76,12.8,224,0.09,-0.07
GRB_000373,Indonesia,Bandung,Car,1.3,2025-07-20,0.917,4.66,0.804,0.067,281,1444.56,0.225,0.901,0.693,0.192,24.6,8.2,0,500.0,596,Medium,True,True,14445.62,17.4,118,0.05,-0.02
GRB_000377,Indonesia,Bandung,Both,9.3,2024-11-21,0.855,4.04,0.768,0.108,1679,936.49,0.436,0.415,0.713,0.463,14.6,2.5,2,,485,High,True,False,4682.43,22.5,61,-0.1,0.02
GRB_000381,Indonesia,Surabaya,Car,1.6,2025-07-11,0.89,4.47,0.657,0.075,352,1499.25,0.259,0.781,0.514,0.253,23.0,8.2,0,,580,Medium,True,True,14992.53,17.1,120,0.08,-0.23
GRB_000382,Indonesia,Surabaya,Car,13.7,2024-07-14,0.967,4.65,1.0,0.113,3550,1549.92,0.249,0.542,0.538,0.614,28.0,16.6,6,,619,Medium,True,True,15499.23,13.7,217,-0.06,0.17
GRB_000383,Indonesia,Bandung,Car,17.5,2024-03-22,0.924,4.67,1.0,0.182,4539,2274.69,0.187,0.642,0.863,0.54,25.5,3.3,7,748.0,683,Low,True,True,34120.41,11.6,199,-0.07,-0.11
GRB_000387,Indonesia,Surabaya,Motorcycle,8.0,2024-12-31,0.843,4.02,0.729,0.123,1439,563.98,0.376,0.635,0.47,0.255,10.0,21.8,4,544.0,501,Medium,True,True,5639.83,14.0,73,0.07,0.28
GRB_000388,Indonesia,Surabaya,Car,3.2,2025-05-24,0.837,4.14,0.672,0.0,574,884.91,0.437,0.626,0.661,0.466,14.3,12.7,1,,504,Medium,True,True,8849.11,13.2,59,0.06,0.17
GRB_000389,Indonesia,Jakarta,Motorcycle,8.9,2024-12-04,0.928,4.73,0.691,0.112,1958,831.16,0.373,0.492,0.295,0.563,24.9,14.1,3,612.0,615,Medium,True,False,8311.56,15.2,140,0.09,-0.02
GRB_000391,Indonesia,Jakarta,Motorcycle,8.3,2024-12-22,0.965,5.14,1.0,0.086,2156,779.08,0.125,0.482,0.876,0.621,26.2,20.3,0,,632,Medium,True,True,7790.83,15.9,181,0.05,-0.04
GRB_000394,Indonesia,Bandung,Car,5.5,2025-03-15,0.938,4.51,0.901,0.055,1212,1077.51,0.201,0.753,0.394,0.39,24.9,8.5,5,,571,Medium,True,True,10775.07,14.2,125,0.04,0.35
GRB_000395,Indonesia,Jakarta,Car,7.4,2025-01-19,0.866,4.25,0.516,0.088,1323,835.51,0.484,0.582,0.248,0.442,16.1,5.1,0,483.0,521,Medium,True,False,8355.09,12.6,64,-0.08,0.31
GRB_000400,Indonesia,Jakarta,Car,9.2,2024-11-24,0.863,3.98,0.838,0.024,1660,878.43,0.346,0.504,0.481,0.431,15.1,12.7,1,,525,Medium,True,True,8784.26,14.8,64,-0.15,-0.02
GRB_000401,Indonesia,Bandung,Motorcycle,20.6,2023-12-20,0.961,4.59,0.811,0.082,4525,1154.54,0.317,0.088,0.515,0.628,24.4,23.7,8,525.0,628,Medium,True,True,11545.44,16.7,151,-0.08,0.07
GRB_000402,Indonesia,Medan,Motorcycle,1.6,2025-07-12,0.899,4.47,0.655,0.061,342,568.55,0.329,0.18,0.105,0.379,20.4,2.3,0,,476,High,False,False,2842.77,21.5,129,0.17,-0.07
GRB_000405,Indonesia,Jakarta,Motorcycle,5.7,2025-03-10,0.895,4.09,0.734,0.048,1026,426.38,0.468,0.435,0.736,0.334,18.5,2.8,3,624.0,507,Medium,True,True,4263.82,16.6,62,0.08,-0.03
GRB_000406,Indonesia,Jakarta,Motorcycle,9.6,2024-11-13,0.941,4.46,0.907,0.11,2108,1007.41,0.242,0.232,0.175,0.456,25.9,4.6,3,,605,Medium,True,True,10074.06,14.7,127,0.15,-0.17
GRB_000407,Indonesia,Surabaya,Car,10.5,2024-10-16,0.997,4.85,0.925,0.098,2737,1683.23,0.187,0.636,0.603,0.719,18.2,5.2,7,446.0,677,Low,True,True,25248.38,10.4,196,-0.02,0.03
GRB_000410,Indonesia,Bandung,Both,3.6,2025-05-10,0.913,4.82,0.896,0.0,945,1409.68,0.189,0.251,0.679,0.726,28.7,17.8,1,666.0,580,Medium,True,True,14096.76,14.7,188,-0.04,0.07
GRB_000413,Indonesia,Jakarta,Motorcycle,32.0,2023-01-11,0.949,4.81,1.0,0.117,8317,1373.59,0.129,0.072,0.203,0.7,25.0,11.9,8,564.0,685,Low,True,True,20603.91,9.7,209,-0.03,0.02
GRB_000415,Indonesia,Medan,Motorcycle,6.3,2025-02-20,0.879,4.29,0.783,0.146,1385,490.25,0.234,0.406,0.774,0.296,22.9,26.3,1,,501,Medium,True,True,4902.46,18.0,133,0.02,0.08
GRB_000417,Indonesia,Surabaya,Motorcycle,9.7,2024-11-11,0.965,4.87,1.0,0.036,2510,1124.64,0.05,0.19,0.243,0.49,28.6,9.7,2,,654,Low,True,True,16869.62,8.2,211,0.09,0.09
GRB_000420,Indonesia,Surabaya,Motorcycle,20.1,2024-01-03,0.974,4.97,0.952,0.078,5220,1293.47,0.184,0.233,0.814,0.82,27.7,9.5,8,,660,Low,True,True,19402.0,8.9,197,0.12,-0.1
GRB_000421,Indonesia,Jakarta,Motorcycle,10.5,2024-10-16,0.933,4.54,0.78,0.139,2316,516.2,0.233,0.147,0.459,0.401,18.5,17.6,4,,551,Medium,True,True,5162.02,12.3,133,0.14,0.02
GRB_000422,Indonesia,Bandung,Motorcycle,1.0,2025-07-29,0.842,4.0,0.848,0.077,179,583.49,0.417,0.41,0.424,0.225,16.8,13.4,0,,500,Medium,True,True,5834.86,13.2,56,0.18,-0.1
GRB_000425,Indonesia,Jakarta,Motorcycle,25.9,2023-07-12,0.977,4.7,1.0,0.152,6737,958.5,0.184,0.465,0.336,0.778,23.3,2.5,8,,660,Low,True,True,14377.5,8.2,185,0.08,0.27
GRB_000429,Indonesia,Bandung,Car,18.7,2024-02-13,0.897,4.54,0.994,0.107,4117,1392.7,0.315,0.447,0.656,0.568,21.3,20.8,7,650.0,622,Medium,True,True,13926.96,16.2,139,-0.07,-0.06
GRB_000430,Indonesia,Medan,Car,38.7,2022-06-23,0.924,4.42,1.0,0.055,8515,2117.51,0.315,0.85,0.836,0.719,27.5,12.6,20,,706,Low,True,True,31762.68,9.6,151,0.01,-0.21
GRB_000438,Indonesia,Jakarta,Car,3.6,2025-05-12,0.846,3.94,0.766,0.059,646,698.4,0.31,0.391,0.405,0.381,13.1,16.2,1,,516,Medium,True,True,6983.99,13.4,53,0.18,-0.19
GRB_000439,Indonesia,Surabaya,Motorcycle,5.9,2025-03-04,0.936,4.9,0.849,0.139,1294,520.96,0.326,0.271,0.762,0.4,23.6,10.8,2,,570,Medium,True,False,5209.61,15.0,142,-0.09,0.06
GRB_000442,Indonesia,Medan,Both,2.4,2025-06-15,1.017,4.75,0.859,0.031,537,1364.03,0.283,0.265,0.608,0.491,25.8,16.6,1,,580,Medium,True,False,13640.27,16.6,124,0.01,0.32
GRB_000443,Indonesia,Medan,Motorcycle,7.4,2025-01-17,0.882,4.14,0.711,0.102,1636,714.07,0.251,0.686,0.398,0.568,19.8,5.4,2,625.0,553,Medium,True,True,7140.73,17.4,128,-0.09,-0.2
GRB_000444,Indonesia,Medan,Motorcycle,6.4,2025-02-17,0.894,4.11,0.833,0.103,1152,521.42,0.446,0.827,0.363,0.391,19.6,2.6,2,,516,Medium,True,True,5214.23,14.8,83,-0.21,0.23
GRB_000445,Indonesia,Surabaya,Motorcycle,17.2,2024-03-29,0.892,4.44,0.865,0.06,3791,700.62,0.355,0.397,0.344,0.412,22.4,16.6,9,518.0,564,Medium,True,False,7006.17,16.4,121,-0.13,0.02
GRB_000446,Indonesia,Bandung,Motorcycle,15.7,2024-05-15,0.99,5.09,1.0,0.095,4073,945.55,0.217,0.419,0.199,0.583,19.8,12.5,5,,632,Medium,True,False,9455.46,14.7,216,0.06,-0.1
GRB_000448,Indonesia,Medan,Car,10.7,2024-10-10,0.863,4.19,0.673,0.116,1932,1079.12,0.4,0.933,0.377,0.252,12.6,3.1,2,675.0,537,Medium,True,False,10791.16,13.6,89,-0.08,0.01
GRB_000449,Indonesia,Medan,Motorcycle,19.0,2024-02-04,0.935,4.77,1.0,0.072,4946,912.2,0.208,0.835,0.762,0.464,25.7,19.0,4,,629,Medium,True,True,9121.95,13.7,213,-0.03,-0.08
GRB_000450,Indonesia,Jakarta,Car,7.1,2025-01-27,0.8,4.21,0.73,0.142,1275,1049.93,0.407,0.033,0.333,0.333,21.0,15.2,2,,511,Medium,True,False,10499.34,16.7,61,0.08,-0.28
GRB_000451,Indonesia,Bandung,Motorcycle,9.9,2024-11-03,0.987,4.9,1.0,0.102,2579,1100.53,0.137,0.65,0.104,0.39,26.5,3.2,6,609.0,606,Medium,True,True,11005.33,14.2,194,0.04,0.01
